topic_id,cluster,proposed_title,search_intent,target_reader,primary_keyword,related_keywords,recommended_article_type,difficulty_level,funnel_stage,unique_angle,suggested_internal_link,suggested_call_to_action,featured_snippet_opportunity,expert_review_or_source
"SCO-07","Understanding estimated scores","What an online reasoning score cannot tell you","Score literacy","Readers with a completed result","estimated IQ score explained","percentile meaning|accuracy|score interpretation","Score guide","Beginner","Learn","Use the site's transparent model and keep the number in context. Focus the article on “What an online reasoning score cannot tell you” and include an original example or check.","/score-guide","Open the IQTestReal score guide","Yes: term definitions","Editorial and formula check"
"SCO-08","Understanding estimated scores","A responsible result-review worksheet","Score literacy","Readers with a completed result","estimated IQ score explained","percentile meaning|accuracy|score interpretation","Score guide","Beginner","Learn","Use the site's transparent model and keep the number in context. Focus the article on “A responsible result-review worksheet” and include an original example or check.","/score-guide","Open the IQTestReal score guide","Yes: term definitions","Editorial and formula check"
"MYT-01","IQ myths and misconceptions","Myth: one short test defines intelligence","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: one short test defines intelligence” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-02","IQ myths and misconceptions","Myth: faster answers always mean better reasoning","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: faster answers always mean better reasoning” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-03","IQ myths and misconceptions","Myth: practising guarantees a higher IQ","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: practising guarantees a higher IQ” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-04","IQ myths and misconceptions","Myth: an exact online score is clinical evidence","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: an exact online score is clinical evidence” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-05","IQ myths and misconceptions","Myth: one category measures every kind of thinking","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: one category measures every kind of thinking” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-06","IQ myths and misconceptions","Myth: a difficult question is always a better question","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: a difficult question is always a better question” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-07","IQ myths and misconceptions","Myth: percentile means the same thing on every test","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “Myth: percentile means the same thing on every test” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"MYT-08","IQ myths and misconceptions","How to talk about IQ-style scores without hype","Responsible testing","Readers exposed to score hype","IQ test myths","intelligence myths|online score limits|IQ misconceptions","Myth-versus-fact","Beginner","Discover","Replace a catchy myth with a precise, non-clinical explanation. Focus the article on “How to talk about IQ-style scores without hype” and include an original example or check.","/disclaimer","Read the assessment disclaimer","Yes: myth/answer format","Source each research claim"
"EDU-01","Student and teacher practice resources","A five-minute logic warm-up for a classroom","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “A five-minute logic warm-up for a classroom” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-02","Student and teacher practice resources","Teaching patterns by asking “what changes?”","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “Teaching patterns by asking “what changes?”” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-03","Student and teacher practice resources","A printable-style number sequence lesson","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “A printable-style number sequence lesson” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-04","Student and teacher practice resources","Pair discussion prompts for spatial reasoning","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “Pair discussion prompts for spatial reasoning” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-05","Student and teacher practice resources","Using analogies to practise transfer of relationships","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “Using analogies to practise transfer of relationships” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-06","Student and teacher practice resources","How to explain a wrong answer without embarrassment","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “How to explain a wrong answer without embarrassment” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-07","Student and teacher practice resources","A teacher checklist for evaluating online practice","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “A teacher checklist for evaluating online practice” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"EDU-08","Student and teacher practice resources","A student reflection sheet after a reasoning activity","Education","Teachers, tutors, and students","reasoning practice for students","classroom puzzles|teacher worksheet|student reflection","Classroom resource","Beginner","Practise","Make the reasoning process discussable and accessible in a group. Focus the article on “A student reflection sheet after a reasoning activity” and include an original example or check.","/contact","Send feedback about the resource","Yes: printable steps or checklist","Education review; cite curriculum claims"
"DAI-01","Daily reasoning challenges","Daily challenge: what must be true?","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: what must be true?” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-02","Daily reasoning challenges","Daily challenge: find the changing rule","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: find the changing rule” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-03","Daily reasoning challenges","Daily challenge: estimate before calculating","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: estimate before calculating” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-04","Daily reasoning challenges","Daily challenge: rotate the arrow","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: rotate the arrow” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-05","Daily reasoning challenges","Daily challenge: choose the closest analogy","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: choose the closest analogy” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-06","Daily reasoning challenges","Daily challenge: schedule three tasks","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: schedule three tasks” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-07","Daily reasoning challenges","Daily challenge: spot the unsupported conclusion","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: spot the unsupported conclusion” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"DAI-08","Daily reasoning challenges","Daily challenge: explain your answer in one sentence","Engagement","Returning readers","daily reasoning challenge","quick logic puzzle|daily pattern|one-minute puzzle","Interactive challenge","Beginner","Return","Keep each challenge self-contained with an explanation, not a teaser. Focus the article on “Daily challenge: explain your answer in one sentence” and include an original example or check.","/test","Try a fresh randomized test","Yes: answer reveal","Editorial check; no clickbait"
"FAM-01","Family-friendly puzzles","A family-friendly logic puzzle with no special materials","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A family-friendly logic puzzle with no special materials” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-02","Family-friendly puzzles","A kitchen measurement reasoning game","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A kitchen measurement reasoning game” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-03","Family-friendly puzzles","A walk-and-notice pattern challenge","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A walk-and-notice pattern challenge” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-04","Family-friendly puzzles","A card-free ordering puzzle for two people","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A card-free ordering puzzle for two people” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-05","Family-friendly puzzles","A household symmetry hunt","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A household symmetry hunt” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-06","Family-friendly puzzles","A story analogy game for younger learners","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “A story analogy game for younger learners” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-07","Family-friendly puzzles","Cooperative puzzles where everyone gives a clue","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “Cooperative puzzles where everyone gives a clue” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"FAM-08","Family-friendly puzzles","How to make puzzle time welcoming for different ages","Education","Families and mixed-age groups","family logic puzzles","screen-free puzzles|family reasoning games|kids logic","Activity guide","Beginner","Discover","Offer cooperative activities with multiple ways to explain an answer. Focus the article on “How to make puzzle time welcoming for different ages” and include an original example or check.","/articles","Explore more guides","Yes: materials and steps","Safety/accessibility review"
"QUI-01","Interactive quiz ideas","Design a five-question category sampler","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “Design a five-question category sampler” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-02","Interactive quiz ideas","Feedback after a wrong answer: what to show","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “Feedback after a wrong answer: what to show” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-03","Interactive quiz ideas","A quiz that teaches the rule before the score","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “A quiz that teaches the rule before the score” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-04","Interactive quiz ideas","How to randomize practice without losing explanations","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “How to randomize practice without losing explanations” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-05","Interactive quiz ideas","A mobile-friendly visual puzzle interaction","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “A mobile-friendly visual puzzle interaction” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-06","Interactive quiz ideas","Quiz accessibility: keyboard, labels, and timing","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “Quiz accessibility: keyboard, labels, and timing” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-07","Interactive quiz ideas","A no-pressure daily quiz format","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “A no-pressure daily quiz format” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"QUI-08","Interactive quiz ideas","Measure learning, not just quiz completion","Product education","People designing or reviewing quizzes","interactive reasoning quiz","quiz feedback|accessible quiz design|randomized practice","Product guide","Intermediate","Learn","Show how feedback and explanations support learning beyond completion. Focus the article on “Measure learning, not just quiz completion” and include an original example or check.","/how-it-works","See how IQTestReal works","Yes: interaction checklist","Accessibility and UX review"
"SHA-01","Shareable challenge articles","Shareable logic challenge with a full answer","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “Shareable logic challenge with a full answer” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-02","Shareable challenge articles","Shareable sequence puzzle with an accessible text version","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “Shareable sequence puzzle with an accessible text version” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-03","Shareable challenge articles","Shareable spatial puzzle explained without an image","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “Shareable spatial puzzle explained without an image” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-04","Shareable challenge articles","Shareable analogy challenge for a study group","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “Shareable analogy challenge for a study group” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-05","Shareable challenge articles","How to write a puzzle card without a clickbait headline","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “How to write a puzzle card without a clickbait headline” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-06","Shareable challenge articles","A puzzle newsletter section readers can solve in a minute","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “A puzzle newsletter section readers can solve in a minute” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-07","Shareable challenge articles","A classroom-safe challenge people can discuss","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “A classroom-safe challenge people can discuss” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"
"SHA-08","Shareable challenge articles","Year-end reasoning challenge with a transparent solution","Engagement","Readers sharing a useful puzzle","shareable reasoning puzzle","study group puzzle|newsletter challenge|puzzle card","Challenge article","Beginner","Return","Make the answer and reasoning shareable without clickbait or exact-match anchors. Focus the article on “Year-end reasoning challenge with a transparent solution” and include an original example or check.","/articles/reasoning-categories-explained","Share the worked puzzle guide","Yes: one-question format","Editorial and accessibility review"



